Name,City,Brand,Model,Year,Mileage,Fuel,Transmission,Engine Capacity,Color,Body Type,Price,Ad URL,Description,Registered In,Assembly,Last Updated:,Ad Ref #,Features,Seller Comments
Toyota Corolla 2012 for sale in Islamabad,Islamabad,Toyota,Corolla,2012,"270,526 km",Petrol,Manual,1300 cc,Bronze Mica,Sedan,2900000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10446094,"CNG  Kit Install
Documents not check by pakwheels
PakWheels inspected car
Inspection report attached
Number plates available
5th Owner
Token Tax Paid
Manufacture 2012
Registered 2012
1 key available
",Lahore,Local,"Aug 21, 2025",10446094,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear Camera', 'USB and Auxillary Cable']",CNG  Kit Install Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 5th Owner Token Tax Paid Manufacture 2012 Registered 2012 1 key available Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2008 for sale in Islamabad,Islamabad,Toyota,Corolla,2008,"285,000 km",Petrol,Manual,1300 cc,White,Sedan,1890000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-10487488,"Toyota Corolla Xli 
Model 2008
Lahore Number 
Inner seal packed outer shower 
X Corolla room installed cost 2.5 lakhs 
Mechanical perfect
Ac chill
Rims installed
Biometric on the spot 
",Lahore,Local,"Aug 21, 2025",10487488,"['Air Conditioning', 'Immobilizer Key', 'Power Steering']",Toyota Corolla Xli Model 2008 Lahore Number Inner seal packed outer shower X Corolla room installed cost 2.5 lakhs Mechanical perfect Ac chill Rims installed Biometric on the spot Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2011 for sale in Islamabad,Islamabad,Toyota,Corolla,2011,"126,760 km",Petrol,Manual,1300 cc,Silver,Sedan,2990000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10489313,"Toyota Corolla GLi 1300 cc.
Genuine engine.
Own name registered.
AC extremely chill working.
LCD and back camera working. 
Power windows and power starring.
Adjustable side mirrors working 
ABS also working.
Inner totally genuine and outer just 2 piece minor showered.
Car is in excellent condition so please contact only serious buyers. 
Dealer and brokers please do not contact.
CONTACT AFTER 2 P.M
",Islamabad,Local,"Aug 22, 2025",10489313,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']",Toyota Corolla GLi 1300 cc. Genuine engine. Own name registered. AC extremely chill working. LCD and back camera working. Power windows and power starring. Adjustable side mirrors working ABS also working. Inner totally genuine and outer just 2 piece minor showered. Car is in excellent condition so please contact only serious buyers. Dealer and brokers please do not contact. CONTACT AFTER 2 P.M Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 1988 for sale in Islamabad,Islamabad,Toyota,Corolla,1988,"200,000 km",Petrol,Manual,1600 cc,White,N/A,850000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-1988-for-sale-in-islamabad-10269431,"On my name. Complete docs/biometric on spot.
1988 model 1993 Japan Import. Lahore Regd. 
Outer showered for looks. Inner 95% Genuine. 
Engine 100% Gear & Suspension 90% Ac working. 
Expensive Alloy rims installed with 80% tread tyres. 
CNG never used but available on demand. 
No major work required. Ready to drive.  
Only serious buyers contact. Dealers stay away.",Lahore,Imported,"Aug 22, 2025",10269431,[],On my name. Complete docs/biometric on spot. 1988 model 1993 Japan Import. Lahore Regd. Outer showered for looks. Inner 95% Genuine. Engine 100% Gear & Suspension 90% Ac working. Expensive Alloy rims installed with 80% tread tyres. CNG never used but available on demand. No major work required. Ready to drive. Only serious buyers contact. Dealers stay away. Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2018 for sale in Islamabad,Islamabad,Toyota,Corolla,2018,"62,000 km",Petrol,Automatic,2700 cc,Black,N/A,9600000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10489169,"Toyota Hilux Revo Trd Sportivo Thailand Variant 


Model: 2015 
Import: 2018
Registration City: Karachi 
Engine Specs: 2.7 L 6AT
Power: 166 Hp @ 5200 RPM
Torque: 245 Nm @ 4000 RPM
Cylinder: L4
Eco Mode 
Fuel System: Multipoint Injection 
Fuel: Gasoline/Petrol 
Fuel Capacity: 79.9 L
Drive Type: RearWheelDrive 
Enhanced Carbon fiber interior 
Trunk Utility Box 
Upgraded to Rocco 
GR fender flares Installed 
Brakes Specs: 
Front: Ventilated Discs 
Back: Drums 
Tire Size: 265/65 R17
Mileage: 62000
Heater Installed (Thai Variant don't have this)
Chilled Air-conditioning 
Suspension is great ( Far better than Local Revo)
Genuine Body with few scratches or touchups 
Zero work required
Good fuel average
Urban 8-9 km/L
Highway 10-11 km/L 
Lightweight allow rims . Original return file is available .",Karachi,Imported,"Aug 22, 2025",10489169,"['Air Bags', 'Air Conditioning', 'Alloy Rims', 'Power Mirrors', 'Power Steering', 'Power Windows']",Toyota Hilux Revo Trd Sportivo Thailand Variant Model: 2015 Import: 2018 Registration City: Karachi Engine Specs: 2.7 L 6AT Power: 166 Hp @ 5200 RPM Torque: 245 Nm @ 4000 RPM Cylinder: L4 Eco Mode Fuel System: Multipoint Injection Fuel: Gasoline/Petrol Fuel Capacity: 79.9 L Drive Type: RearWheelDrive Enhanced Carbon fiber interior Trunk Utility Box Upgraded to Rocco GR fender flares Installed Brakes Specs: Front: Ventilated Discs Back: Drums Tire Size: 265/65 R17 Mileage: 62000 Heater Installed (Thai Variant don't have this) Chilled Air-conditioning Suspension is great ( Far better than Local Revo) Genuine Body with few scratches or touchups Zero work required Good fuel average Urban 8-9 km/L Highway 10-11 km/L Lightweight allow rims . Original return file is available . Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2016 for sale in Islamabad,Islamabad,Toyota,Corolla,2016,"78,000 km",Petrol,Automatic,1800 cc,Super white,Sedan,3650000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10489110,"Toyota Grande 1.8 Top of the line,
Model 2015
Description:
First owner car,
Total genuine b2b original paint 
Company maintained,
Original all thing's 
Yokohama blue earth tires. Auction sheet avaialble. Fully maintained through authorized dealership.",Islamabad,Local,"Aug 22, 2025",10489110,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']","Toyota Grande 1.8 Top of the line, Model 2015 Description: First owner car, Total genuine b2b original paint Company maintained, Original all thing's Yokohama blue earth tires. Auction sheet avaialble. Fully maintained through authorized dealership. Mention PakWheels.com when calling Seller to get a good deal"
Toyota Corolla 2006 for sale in Islamabad,Islamabad,Toyota,Corolla,2006,180 km,Petrol,Automatic,1496 cc,Silver,Sedan,3250000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-islamabad-10489103,2 pcs touch,Lahore,Imported,"Aug 22, 2025",10489103,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Windows']",2 pcs touch Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2009 for sale in Islamabad,Islamabad,Toyota,Corolla,2009,"163,000 km",Petrol,Automatic,1800 cc,Beige,Sedan,2950000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-10488984,Lightweight allow rims. Original book is available as well. Original return file is available. Never been into any accident. All token taxes are paid to date. Exchange is possible with other car. Call/SMS in office hours only.,Punjab,Local,"Aug 21, 2025",10488984,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']",Lightweight allow rims. Original book is available as well. Original return file is available. Never been into any accident. All token taxes are paid to date. Exchange is possible with other car. Call/SMS in office hours only. Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 1999 for sale in Islamabad,Islamabad,Toyota,Corolla,1999,"100,000 km",Petrol,Manual,1300 cc,White,Sedan,1100000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-1999-for-sale-in-islamabad-10488816,ALLOY RIM FIRST OWNER BIOMETRIC SMART CARD  COMPLETE FILE DOCUMENT Totally driven on petrol. Original book of this car is also available. Urgently need to sellthe  car.,Punjab,Local,"Aug 21, 2025",10488816,"['AM/FM Radio', 'Air Conditioning', 'Cassette Player', 'Power Steering']",ALLOY RIM FIRST OWNER BIOMETRIC SMART CARD  COMPLETE FILE DOCUMENT Totally driven on petrol. Original book of this car is also available. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2013 for sale in Islamabad,Islamabad,Toyota,Corolla,2013,"63,000 km",Petrol,Manual,1300 cc,Black,Sedan,3080000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10488814,good condition orignal milage total orignal  brand new condition home used car gli converted,Islamabad,Local,"Aug 21, 2025",10488814,"['Air Conditioning', 'Immobilizer Key', 'Power Steering']",good condition orignal milage total orignal  brand new condition home used car gli converted Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2011 for sale in Islamabad,Islamabad,Toyota,Corolla,2011,"157,000 km",Petrol,Manual,1300 cc,Medium Silver,Sedan,2850000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10488774," For Sale: Toyota Corolla Gli new shape 

Year: 2011+12

® Registered : Islamabad 

Transmission: Manual
Mechanical 

Engine: Petrol

AC: Fully functional

Touching : 3pc without  Putin paint

Tyre condition 70% 
 Alloy Rem installd

Fog light and Android panel door speaker back speakers back camera

Condition: Well-maintained, good running condition

Token Tax: Up to date

Documents: Original 

 (Negotiable)

Location: Islamabad New tires installed recently . Original Book is available. Looking to sell the car urgently.",Islamabad,Local,"Aug 21, 2025",10488774,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']","For Sale: Toyota Corolla Gli new shape Year: 2011+12 ® Registered : Islamabad Transmission: Manual Mechanical Engine: Petrol AC: Fully functional Touching : 3pc without  Putin paint Tyre condition 70% Alloy Rem installd Fog light and Android panel door speaker back speakers back camera Condition: Well-maintained, good running condition Token Tax: Up to date Documents: Original (Negotiable) Location: Islamabad New tires installed recently . Original Book is available. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal"
Toyota Corolla 2015 for sale in Islamabad,Islamabad,Toyota,Corolla,2015,"200,000 km",Petrol,Manual,1300 cc,Black,Sedan,3050000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10488694,"Toyota corolla Xli convert to Gli
Model 2015
Islamabad number own my name
Sides shower for fresh look Inner total original in color
Just buy and drive
Only serious buyer's contact",Islamabad,Local,"Aug 21, 2025",10488694,"['AM/FM Radio', 'Air Conditioning', 'Immobilizer Key', 'Power Mirrors', 'Power Steering']",Toyota corolla Xli convert to Gli Model 2015 Islamabad number own my name Sides shower for fresh look Inner total original in color Just buy and drive Only serious buyer's contact Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2013 for sale in Islamabad,Islamabad,Toyota,Corolla,2013,"140,000 km",Petrol,Automatic,1600 cc,Celestial Black,Sedan,4200000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10488693,"geniune paint orignal driven mechinical 100%   seal by seal  best family car koi accident nahi hay bohat care k sath use hoi hy orignal geniune halat may hay
plz fazool offer na kerain final 40 say kam nahi ho gi 
gari saturday sunday 10 say 5 bajay tak dakh sekty hain",Islamabad,Local,"Aug 21, 2025",10488693,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cruise Control', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']",geniune paint orignal driven mechinical 100%   seal by seal  best family car koi accident nahi hay bohat care k sath use hoi hy orignal geniune halat may hay plz fazool offer na kerain final 40 say kam nahi ho gi gari saturday sunday 10 say 5 bajay tak dakh sekty hain Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2020 for sale in Islamabad,Islamabad,Toyota,Corolla,2020,"58,000 km",Petrol,Automatic,1300 cc,Silver,Sedan,5300000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-10475220,"First hand owner car used by family
Neat and clean condition with excellent drive and suspension 
Grande Alloy rims installed 
Serious buyers may contact 
 Inside out fully original. Fully maintained through authorized dealership.
Contact on after 4pm",Islamabad,Local,"Aug 21, 2025",10475220,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']",First hand owner car used by family Neat and clean condition with excellent drive and suspension Grande Alloy rims installed Serious buyers may contact Inside out fully original. Fully maintained through authorized dealership. Contact on after 4pm Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2012 for sale in Islamabad,Islamabad,Toyota,Corolla,2012,"500,000 km",Petrol,Manual,1300 cc,White,Sedan,2780000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10488347,Android panel. AC working. Clean anterior and exterior. Fitted with new tires. Never got into accident. Looking to sell the car urgently. Looking to sell the car urgently. Never been into any accident. Few paint touchups on the body.,Islamabad,Local,"Aug 21, 2025",10488347,"['Air Conditioning', 'Immobilizer Key', 'Power Locks', 'Power Steering']",Android panel. AC working. Clean anterior and exterior. Fitted with new tires. Never got into accident. Looking to sell the car urgently. Looking to sell the car urgently. Never been into any accident. Few paint touchups on the body. Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2009 for sale in Islamabad,Islamabad,Toyota,Corolla,2009,"210,000 km",Petrol,Manual,1300 cc,Black,Sedan,2450000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-10488217,"Chat Bonet Digi original
Iner seal to seal
Non accidental car
Original smart and numbers plates available 
Chill ac
Macanical perfect 
Just buy and drive
Home used",Islamabad,Local,"Aug 21, 2025",10488217,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']",Chat Bonet Digi original Iner seal to seal Non accidental car Original smart and numbers plates available Chill ac Macanical perfect Just buy and drive Home used Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2009 for sale in Islamabad,Islamabad,Toyota,Corolla,2009,"50,000 km",Petrol,Manual,1300 cc,White,Sedan,2850000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-10488209,"Alloy Rims.
Everything working 
No work required 
Just like zero meter
My own Ownership
LCD screen
Back view camera ",Islamabad,Local,"Aug 21, 2025",10488209,"['Air Conditioning', 'Immobilizer Key', 'Power Steering']",Alloy Rims. Everything working No work required Just like zero meter My own Ownership LCD screen Back view camera Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2014 for sale in Islamabad,Islamabad,Toyota,Corolla,2014,"80,000 km",Petrol,Manual,1300 cc,White,Sedan,3400000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-10488195,"Xli converted Gli antique car
bumber to bumber 
Golden number plate 
Injon 10/10
Suspension 10/10
Chaska party dhor rhe 
",Islamabad,Imported,"Aug 21, 2025",10488195,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'CoolBox', 'Immobilizer Key', 'Power Mirrors', 'Power Steering']",Xli converted Gli antique car bumber to bumber Golden number plate Injon 10/10 Suspension 10/10 Chaska party dhor rhe Mention PakWheels.com when calling Seller to get a good deal
Toyota Corolla 2016 for sale in Islamabad,Islamabad,Toyota,Corolla,2016,"67,000 km",Petrol,Manual,1300 cc,White,Sedan,4500000 PKR,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10488107,"2017 Islamabad Registered – Genuine | Low Mileage | Showroom Condition 

Looking for a trouble-free car? This is the one!

Highlights:
	•	100% original & genuine condition
	•	Low kilometres – driven with care
	•	Always kept in a secure garage
	•	Serviced on time every 5,000 km
	•	Recently done: AC service, brake service & general service from Toyota
	•	Comes with 2 original keys
	•	Original registration card available
	•	Token tax fully up-to-date

This car is in showroom condition – just buy and drive with complete peace of mind.

Perfect choice for buyers who want a clean, hassle-free ride without spending an extra rupee.

Serious buyers are welcome. Please, no dealers/time wasters.",Islamabad,Local,"Aug 21, 2025",10488107,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']","2017 Islamabad Registered – Genuine | Low Mileage | Showroom Condition Looking for a trouble-free car? This is the one! Highlights: •	100% original & genuine condition •	Low kilometres – driven with care •	Always kept in a secure garage •	Serviced on time every 5,000 km •	Recently done: AC service, brake service & general service from Toyota •	Comes with 2 original keys •	Original registration card available •	Token tax fully up-to-date This car is in showroom condition – just buy and drive with complete peace of mind. Perfect choice for buyers who want a clean, hassle-free ride without spending an extra rupee. Serious buyers are welcome. Please, no dealers/time wasters. Mention PakWheels.com when calling Seller to get a good deal"
