Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Toyota Corolla 2021 for sale in Islamabad,"Import 2024
Non- Grade Car
Full Options
Sports Version
Cruise Control 
Heating Seats 
Total Original in Color

Little bit negotiation because already my asking price is reasonable 
Urgent sale
",Import 2024 Non- Grade Car Full Options Sports Version Cruise Control Heating Seats Total Original in Color Little bit negotiation because already my asking price is reasonable Urgent sale Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2021,85000,7600000,8203330.0,-603330.0,-7.938552631578948,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-10407278
Toyota Corolla 2010 for sale in Islamabad,"Chat , bonat, digi, pillar genuine hai baki gari shower hai ","Chat , bonat, digi, pillar genuine hai baki gari shower hai Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2010,100000,2250000,2843393.3333333335,-593393.3333333335,-26.373037037037044,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10475358
Toyota Corolla 1997 for sale in Islamabad,Alloy rim Fitted with new tires. Driven on petrol throughout. Original Book is available as well. Need to sell the car urgently.,Alloy rim Fitted with new tires. Driven on petrol throughout. Original Book is available as well. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1997,458464,1320000,1865349.99,-545349.99,-41.31439318181818,https://www.pakwheels.com/used-cars/toyota-corolla-1997-for-sale-in-islamabad-10429613
Toyota Corolla 2017 for sale in Islamabad,"TOYOTA COROLLA ALTIS AUTOMATIC 1.6

MODEL  2017
MILEGAE  167000
ISLAMABAD REGISTERED 

ABOUT IT:- 
                         IMMACULATE CONDITION 
NON ACCIDENTAL
IST OWNER IS BANK & 2ND OWNER IS MY CLIENT 

RECENTLY 
ALL FLUIDS ARE CHANGED 
COMPLETE SUSPENSION ORIGINAL SHOCKS ,TUNING ETC.  
CURRENTLY FEW PIECES SHOWER FOR SCRACHES

A NOMINAL COMMISSION WOULD BE CHARGE","TOYOTA COROLLA ALTIS AUTOMATIC 1.6 MODEL  2017 MILEGAE  167000 ISLAMABAD REGISTERED ABOUT IT:- IMMACULATE CONDITION NON ACCIDENTAL IST OWNER IS BANK & 2ND OWNER IS MY CLIENT RECENTLY ALL FLUIDS ARE CHANGED COMPLETE SUSPENSION ORIGINAL SHOCKS ,TUNING ETC. CURRENTLY FEW PIECES SHOWER FOR SCRACHES A NOMINAL COMMISSION WOULD BE CHARGE Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2017,167000,4095000,4636330.0,-541330.0,-13.21929181929182,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-10289559
Toyota Corolla 2004 for sale in Islamabad,"-Toyota Corolla 2004 Model 
-2.0D converted to Petrol
-Excellent condition 
-After Market Alloy rims. 
-Original return file is available . 
-100% genuine interior
-Chat, pillars and Diggi genuine
-All documents available on spot
-Chilled AC
-Mechanical perfect with good suspension
-Serious Buyers may contact , ready for urgent sale.","-Toyota Corolla 2004 Model -2.0D converted to Petrol -Excellent condition -After Market Alloy rims. -Original return file is available . -100% genuine interior -Chat, pillars and Diggi genuine -All documents available on spot -Chilled AC -Mechanical perfect with good suspension -Serious Buyers may contact , ready for urgent sale. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2004,130000,1655000,2195300.0,-540300.0,-32.64652567975831,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-islamabad-10459310
Toyota Corolla 2008 for sale in Islamabad,"After Market Alloy rims. Original return file is available . Complete service details available. Petrol driven, CNG never installed . Token tax is up to date. Need to sell the car urgently.","After Market Alloy rims. Original return file is available . Complete service details available. Petrol driven, CNG never installed . Token tax is up to date. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2008,180000,1800000,2308380.0,-508380.0,-28.243333333333332,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-10439478
Toyota Corolla 2005 for sale in Islamabad,"Toyota Corolla XLi 2005 Model
Family used Car
Millage 360000
Demand 17 lacs
Please contact only serious buyers
",Toyota Corolla XLi 2005 Model Family used Car Millage 360000 Demand 17 lacs Please contact only serious buyers Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2005,3600,1700000,2202550.0,-502550.0,-29.561764705882354,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-islamabad-10425317
Toyota Corolla 2015 for sale in Islamabad,"Doctor Used 
Inside out fully original.
 All original documents are complete   . As good as a brand new car. 
Own name smart card.
New tyres installed with receipt available. 
Oil changed recently. 
New battery installed.
just buy and drive.",Doctor Used Inside out fully original. All original documents are complete   . As good as a brand new car. Own name smart card. New tyres installed with receipt available. Oil changed recently. New battery installed. just buy and drive. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2015,126000,3190000,3689549.9966666666,-499549.9966666666,-15.659874503657258,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10487517
Toyota Corolla 2003 for sale in Islamabad,"inner genuine, file, smart card, chill AC, alloy wheels, engine & suspension good condition,
no work required, best fuel average, please please call","inner genuine, file, smart card, chill AC, alloy wheels, engine & suspension good condition, no work required, best fuel average, please please call Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2003,131000,1530000,2019883.3333333333,-489883.33333333326,-32.01851851851851,https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-islamabad-10481599
Toyota Corolla 2019 for sale in Islamabad,Alloy Rims. Totally driven on petrol. Never been into any accident. Looking to sell the car urgently.,Alloy Rims. Totally driven on petrol. Never been into any accident. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2019,80000,4600000,5088450.0,-488450.0,-10.618478260869566,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-10460039
Toyota Corolla 2001 for sale in Islamabad,"Toyota Corolla 2.0D – Islamabad Registered – Urgent Sale

Selling my Toyota Corolla 2.0D in excellent condition.
 Islamabad registered with smart card
 Token tax paid
 White color, clean inside out
 Chilled AC, no mechanical work required
 Smooth drive – just buy and drive

I'm asking a very reasonable price considering the condition and documents.

Location: Islamabad
 Please: No time-wasters – visit the car first, then make an offer.
 No dealers – only genuine buyers.

Contact me if you're interested in a clean, well-maintained Corolla ready to go.","Toyota Corolla 2.0D – Islamabad Registered – Urgent Sale Selling my Toyota Corolla 2.0D in excellent condition. Islamabad registered with smart card Token tax paid White color, clean inside out Chilled AC, no mechanical work required Smooth drive – just buy and drive I'm asking a very reasonable price considering the condition and documents. Location: Islamabad Please: No time-wasters – visit the car first, then make an offer. No dealers – only genuine buyers. Contact me if you're interested in a clean, well-maintained Corolla ready to go. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2001,250000,1595000,2073663.3133333332,-478663.31333333324,-30.010239080459765,https://www.pakwheels.com/used-cars/toyota-corolla-2001-for-sale-in-islamabad-10173703
Toyota Corolla 2012 for sale in Islamabad,"Very good car.Neat and clean car.No work required.just buy and drive. chatt,diggi,pillars,bonnet little more genuine.paint,tuch up. No main accident.Every thing in working condition.on my name. All original documents are complete  . No call/SMS will be answered after office hours. Totally driven on petrol. Few paint touchups on the body . Non accidental. Original Book is available. All token taxes are paid to date. Urgently need to sellthe  car. Engine in pristine condition .","Very good car.Neat and clean car.No work required.just buy and drive. chatt,diggi,pillars,bonnet little more genuine.paint,tuch up. No main accident.Every thing in working condition.on my name. All original documents are complete  . No call/SMS will be answered after office hours. Totally driven on petrol. Few paint touchups on the body . Non accidental. Original Book is available. All token taxes are paid to date. Urgently need to sellthe  car. Engine in pristine condition . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2012,149000,3000000,3471766.6633333336,-471766.66333333356,-15.725555444444453,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10476082
Toyota Corolla 2010 for sale in Islamabad,A 90% genuine car without a single mechanical hassel. Excellent engine with perfect mileage with chilled AC. Totally used on petrol. Smart card in my own name with original file. Just serious buyer may contact. Exchanges possible only with Dihatsu Mira (2023 and above) or Toyota Aqua (1.5) Hybrid above 2017 model. Only WhatsApp contact appreciated. ,A 90% genuine car without a single mechanical hassel. Excellent engine with perfect mileage with chilled AC. Totally used on petrol. Smart card in my own name with original file. Just serious buyer may contact. Exchanges possible only with Dihatsu Mira (2023 and above) or Toyota Aqua (1.5) Hybrid above 2017 model. Only WhatsApp contact appreciated. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2010,78500,3070000,3531249.9966666666,-461249.9966666666,-15.024429858849075,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10438897
Toyota Corolla 2009 for sale in Islamabad,Xli 2009 sindh alloyrim seal to seal janwan chat diggi pilor janwan only front light right machli piece touching sides scraches outer rouf condition antiqu piece engine suspention 100% AC heater working only serious buyer Yes No Home use car G-7 islamabad 03-12–17:;-19:;-990–,Xli 2009 sindh alloyrim seal to seal janwan chat diggi pilor janwan only front light right machli piece touching sides scraches outer rouf condition antiqu piece engine suspention 100% AC heater working only serious buyer Yes No Home use car G-7 islamabad 03-12–17:;-19:;-990– Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2009,600000,1950000,2408283.3333333335,-458283.3333333335,-23.50170940170941,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-10450657
Toyota Corolla 2013 for sale in Islamabad,"chat bonat dagie apny rang main hy side say rang touching hy seal by seal hy 

Complete original file is availble . All service history log maintained. As good as a brand new car. Paint touchups in a few places. Non accidental. Original book is available as well. All token taxes are paid to date.",chat bonat dagie apny rang main hy side say rang touching hy seal by seal hy Complete original file is availble . All service history log maintained. As good as a brand new car. Paint touchups in a few places. Non accidental. Original book is available as well. All token taxes are paid to date. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,250000,2400000,2855496.6233333335,-455496.6233333335,-18.97902597222223,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10472222
Toyota Corolla 2021 for sale in Islamabad,"registered 2022 Islamabad, first owner. 100% genuine and  mechanically 100% fit. Only 40k kms milage. just for home used car. Fully neat and clean, just buy and drive. Only interested buyers can contact.","registered 2022 Islamabad, first owner. 100% genuine and  mechanically 100% fit. Only 40k kms milage. just for home used car. Fully neat and clean, just buy and drive. Only interested buyers can contact. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2021,40000,5385000,5832622.222222222,-447622.222222222,-8.31239038481378,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-10445021
Toyota Corolla 2018 for sale in Islamabad,"-Toyota Altus grande 1.8
- white
 -Auto transmission 
 -Number plates available
 -3rd Owner
 -Token Tax Paid
 -Manufacture 2018
 -Registered 2018
 -Documents available
 -2 keys available
-15 certificate available 
87000 km driven
Totally genuine bumper to bumper 


Alloy rims. Everything is in genuine condition. Original return file is available. Just like a Zero Meter car. New tires installed recently. Engine  condition good
",-Toyota Altus grande 1.8 - white -Auto transmission -Number plates available -3rd Owner -Token Tax Paid -Manufacture 2018 -Registered 2018 -Documents available -2 keys available -15 certificate available 87000 km driven Totally genuine bumper to bumper Alloy rims. Everything is in genuine condition. Original return file is available. Just like a Zero Meter car. New tires installed recently. Engine  condition good Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2018,87000,5800000,6241366.666666667,-441366.666666667,-7.609770114942534,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10456998
Toyota Corolla 1996 for sale in Islamabad,Toyota Corolla genuine 1600 CC engine inner total general total outer shower for fresh look led back camera installed power window engine suspension 100% okay. 100%  non accident original file smart card by biometric on the sport only serial buyer urgent sale,Toyota Corolla genuine 1600 CC engine inner total general total outer shower for fresh look led back camera installed power window engine suspension 100% okay. 100%  non accident original file smart card by biometric on the sport only serial buyer urgent sale Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1996,150,1095000,1528583.33,-433583.3300000001,-39.59665114155252,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-islamabad-10473427
Toyota Corolla 2010 for sale in Islamabad,"Toyota Gli 2010 model
2011 Registered 
Outer spray for fresh look inner genuine
Not incident 
Mechanically perfect 
Chill Ac
Suspension Ok  
Neat and clean interior
Android panel sound system
tyre 70%
Biometric on the spot
Little bit negotiated",Toyota Gli 2010 model 2011 Registered Outer spray for fresh look inner genuine Not incident Mechanically perfect Chill Ac Suspension Ok Neat and clean interior Android panel sound system tyre 70% Biometric on the spot Little bit negotiated Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2010,100000,2330000,2761538.3333333335,-431538.3333333335,-18.520958512160234,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10485532
Toyota Corolla 2009 for sale in Islamabad,"only serious Buyer Contact Me 
Toyota Corolla Altis Cruisetronic 1.8 SR Alloy Rims. Android panel installed 
Just buy & Drive Mint Condition
All original documents are complete  . Few paint touchups on the body . Original Book is available.",only serious Buyer Contact Me Toyota Corolla Altis Cruisetronic 1.8 SR Alloy Rims. Android panel installed Just buy & Drive Mint Condition All original documents are complete  . Few paint touchups on the body . Original Book is available. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2009,12354,2925000,3346886.6633333336,-421886.66333333356,-14.423475669515678,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-10457083
Toyota Corolla 2024 for sale in Islamabad,The car was in the use of an Army Officer. 100% maintained by dealership. Original return file is available . All service history log maintained. As good as a brand new car. Never been into any accident. Original book of this car is also available. Will be sold to nearest offer. All token taxes are paid to date.,The car was in the use of an Army Officer. 100% maintained by dealership. Original return file is available . All service history log maintained. As good as a brand new car. Never been into any accident. Original book of this car is also available. Will be sold to nearest offer. All token taxes are paid to date. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2024,13000,5900000,6304966.666666667,-404966.666666667,-6.86384180790961,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-islamabad-10374251
Toyota Corolla 2018 for sale in Islamabad,i want to sell my Corolla GLI 1.6 Automatic silver isbd reg. Inside out fully original. Original book is available as well. Never been into any accident.  Need to sell the car urgently. Driven on petrol throughout. Sealed and powerful engine. Will be sold to nearest offer,i want to sell my Corolla GLI 1.6 Automatic silver isbd reg. Inside out fully original. Original book is available as well. Never been into any accident.  Need to sell the car urgently. Driven on petrol throughout. Sealed and powerful engine. Will be sold to nearest offer Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2018,215000,3295000,3687383.3333333335,-392383.3333333335,-11.908447142134552,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10443076
Toyota Corolla 2001 for sale in Islamabad,new tyre new aloy rim no machnical work own my name smart card,new tyre new aloy rim no machnical work own my name smart card Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2001,100000,1710000,2086823.3333333333,-376823.33333333326,-22.036452241715395,https://www.pakwheels.com/used-cars/toyota-corolla-2001-for-sale-in-islamabad-10369368
Toyota Corolla 2022 for sale in Islamabad,"Second owner
Islamabad registered 
Single digit
Original mileage
Back fender sprayed",Second owner Islamabad registered Single digit Original mileage Back fender sprayed Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2022,17000,6875000,7251250.0,-376250.0,-5.472727272727273,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-10424065
Toyota Corolla 2020 for sale in Islamabad,bulkul ok totel gari bulkul ok rabta numbe,bulkul ok totel gari bulkul ok rabta numbe Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2020,40000,5950000,6326045.555555555,-376045.55555555504,-6.3200933706815965,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-10456279
Toyota Corolla 2012 for sale in Islamabad,chat piller jenioun xli convert gli All original documents are complete  .,chat piller jenioun xli convert gli All original documents are complete  . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2012,312000,2475000,2833550.0,-358550.0,-14.486868686868688,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10439201
Toyota Corolla 2019 for sale in Islamabad,"Non accidental. Lower body showered. Engine ac suspension in immaculate condition. Clean room. Alloy rims uplifted.  Juat buy and drive
Price is already very reasonable dont give foolish offers and waste precious time. ",Non accidental. Lower body showered. Engine ac suspension in immaculate condition. Clean room. Alloy rims uplifted.  Juat buy and drive Price is already very reasonable dont give foolish offers and waste precious time. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2019,100000,3350000,3708520.8333333335,-358520.8333333335,-10.702114427860701,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-10446060
Toyota Corolla 2021 for sale in Islamabad,"-BTB genuine 
- Toyota Yaris 1.3 CVTI AVIT
- AC 100% working 
- Japan body Kit installed 
- Good Tyre condition 
- No Major scratch 
- Interior total genuine 
- Android Panel / Back Camera
- Alloy Rims

- First owner 
- Family used car

call for further details",-BTB genuine - Toyota Yaris 1.3 CVTI AVIT - AC 100% working - Japan body Kit installed - Good Tyre condition - No Major scratch - Interior total genuine - Android Panel / Back Camera - Alloy Rims - First owner - Family used car call for further details Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2021,100000,4325000,4677183.333333333,-352183.333333333,-8.142967244701342,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-10375094
Toyota Corolla 2013 for sale in Islamabad,"Please read Add carefully before contacting click view more if needed make a call on WhatsApp 

This is Toyota Corolla Altis 1.6 ( 6 speed)
Multimedia Steering
Dual Airbags 
Retractable Mirrors with side winkers
Android panel installed 
Navigation Functional 
Ambient lighting 
Alloy Rims 
6 speed forward short ratio gear shift
Mechanically Maintained properly 
Body is in good condition 
Minor touching on the sides to eliminate scratches 
All seals intact 
Car is non accidental 
Islamabad Registered 
Return file in hand 
Smart card on my name 
Biometric on spot
Token tax upto date 
Contact on what’s app if phone not responding 
Will be sold to first good offer
Can be seen in bahria phase 8 only ",Please read Add carefully before contacting click view more if needed make a call on WhatsApp This is Toyota Corolla Altis 1.6 ( 6 speed) Multimedia Steering Dual Airbags Retractable Mirrors with side winkers Android panel installed Navigation Functional Ambient lighting Alloy Rims 6 speed forward short ratio gear shift Mechanically Maintained properly Body is in good condition Minor touching on the sides to eliminate scratches All seals intact Car is non accidental Islamabad Registered Return file in hand Smart card on my name Biometric on spot Token tax upto date Contact on what’s app if phone not responding Will be sold to first good offer Can be seen in bahria phase 8 only Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,62500,3324999,3674382.65,-349383.6499999999,-10.507782107603639,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10227336
Toyota Corolla 2003 for sale in Islamabad,"& Model: Atomic (16cc Engine)
 Engine Condition: 100% Fit & Powerful
 Registration: Islamabad Number
 Smart Card: Available 
 Exterior: Shawar hai, lekin koi puten (dent/scratch) nahi
 Interior: 100% Genuine & Neat Condition 
 Tyres: Excellent Condition, No Work Required
 Suspension & Brakes: Perfect Working Condition 
 AC / Heater: Working Smoothly
 Documents: Complete File + Smart Card Available
 Fuel Average: Best Performanc
e & Fuel Efficient.

model 2003 
location 26 no stop GT road YZ CNG pump 
petrol py chalta h Alloy Rims. Lightweight allow rims .","& Model: Atomic (16cc Engine) Engine Condition: 100% Fit & Powerful Registration: Islamabad Number Smart Card: Available Exterior: Shawar hai, lekin koi puten (dent/scratch) nahi Interior: 100% Genuine & Neat Condition Tyres: Excellent Condition, No Work Required Suspension & Brakes: Perfect Working Condition AC / Heater: Working Smoothly Documents: Complete File + Smart Card Available Fuel Average: Best Performanc e & Fuel Efficient. model 2003 location 26 no stop GT road YZ CNG pump petrol py chalta h Alloy Rims. Lightweight allow rims . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2003,16000,1950000,2298883.3333333335,-348883.3333333335,-17.891452991453,https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-islamabad-10482028
Toyota Corolla 2016 for sale in Islamabad,"Toyota Grande 1.8 Top of the line,
Model 2015
Description:
First owner car,
Total genuine b2b original paint 
Company maintained,
Original all thing's 
Yokohama blue earth tires. Auction sheet avaialble. Fully maintained through authorized dealership.","Toyota Grande 1.8 Top of the line, Model 2015 Description: First owner car, Total genuine b2b original paint Company maintained, Original all thing's Yokohama blue earth tires. Auction sheet avaialble. Fully maintained through authorized dealership. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2016,78000,3650000,3997150.0,-347150.0,-9.510958904109588,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10489110
Toyota Corolla 2021 for sale in Islamabad,"Family driven car 
Bumper to bumper genuine
New tires
New battery
In scratchless condition ",Family driven car Bumper to bumper genuine New tires New battery In scratchless condition Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2021,68000,5800000,6136150.0,-336150.0,-5.7956896551724135,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-10467850
