Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Suzuki Mehran 2005 for sale in Islamabad,5owner alloyrim insttaled Lightweight allow rims . Original return file is available . Factory fitted CNG. Lifetime token tax paid. Brand new tires installed. Looking to sell the car urgently.,5owner alloyrim insttaled Lightweight allow rims . Original return file is available . Factory fitted CNG. Lifetime token tax paid. Brand new tires installed. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2005,74000,680000,686205.55,-6205.550000000047,-0.912580882352948,https://www.pakwheels.com/used-cars/suzuki-mehran-2005-for-sale-in-islamabad-10481579
Suzuki Mehran 2017 for sale in Islamabad,First owner A to Z ,First owner A to Z Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,97000,1420000,1426190.0,-6190.0,-0.4359154929577465,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10347766
Suzuki Mehran 2018 for sale in Islamabad,"Power Steering
ABS Brakes",Power Steering ABS Brakes Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,93172,1390000,1395979.9933333334,-5979.993333333405,-0.4302153477218277,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10196928
Suzuki Mehran 1990 for sale in Islamabad,good condition inner total janvan outer color mary nam pa hai mechanical 100%.,good condition inner total janvan outer color mary nam pa hai mechanical 100%. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1990,150723,420000,425623.3333333333,-5623.333333333314,-1.3388888888888844,https://www.pakwheels.com/used-cars/suzuki-mehran-1990-for-sale-in-islamabad-10478572
Suzuki Mehran 2012 for sale in Islamabad,Second owner  CNG Installed from factory.,Second owner  CNG Installed from factory. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,101000,1050000,1055483.3333333333,-5483.333333333256,-0.5222222222222148,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10370461
Suzuki Mehran 2007 for sale in Islamabad,simple tery,simple tery Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,100000,780000,785392.5,-5392.5,-0.6913461538461538,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10462965
Suzuki Mehran 2013 for sale in Islamabad,Mehran vx 2013  inner seal to seal genone outer only fender minor touch  no accident history alloy rims fresh tyres installed mechanically no work required average 17-18. in town 85-90k original mileage family used well maintained biomatrick on the spot,Mehran vx 2013  inner seal to seal genone outer only fender minor touch  no accident history alloy rims fresh tyres installed mechanically no work required average 17-18. in town 85-90k original mileage family used well maintained biomatrick on the spot Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,85000,1100000,1105383.3333333333,-5383.333333333256,-0.4893939393939324,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10465395
Suzuki Mehran 2002 for sale in Islamabad,Mehran vxr cng 2 modal lahore no  engine gear hisa bhtrin hai gadi 80%bhr sy apni halt main hai..tyrs 90%hain.gadi fmliy use  mn hai ..apni selo mn hai ..all most jenioune hai ..har chz clr hai ..,Mehran vxr cng 2 modal lahore no  engine gear hisa bhtrin hai gadi 80%bhr sy apni halt main hai..tyrs 90%hain.gadi fmliy use  mn hai ..apni selo mn hai ..all most jenioune hai ..har chz clr hai .. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2002,86000,645000,650256.6666666666,-5256.666666666628,-0.8149870801033531,https://www.pakwheels.com/used-cars/suzuki-mehran-2002-for-sale-in-islamabad-10370554
Suzuki Mehran 2017 for sale in Islamabad,All original documents are complete  . Driven on petrol throughout . All token taxes are paid for life . Urgently need to sellthe  car.,All original documents are complete  . Driven on petrol throughout . All token taxes are paid for life . Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,59000,1350000,1355123.3333333333,-5123.333333333256,-0.37950617283950044,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10443254
Suzuki Mehran 2017 for sale in Islamabad,After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Fitted with new tires. Urgently need to sellthe  car.,After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Fitted with new tires. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,103000,1350000,1354856.6666666667,-4856.666666666744,-0.35975308641975884,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10482144
Suzuki Mehran 2016 for sale in Islamabad,"Mehran VX 2016 Model 
only to piece touch 
fresh car just buy and drive 
New rim tire ",Mehran VX 2016 Model only to piece touch fresh car just buy and drive New rim tire Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,100000,1150000,1154766.6666666667,-4766.666666666744,-0.41449275362319515,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10364458
Suzuki Mehran 2008 for sale in Islamabad,"Comfortable drive, on my name bodywise ok, enginewise ok.  all document and biometric available.","Comfortable drive, on my name bodywise ok, enginewise ok.  all document and biometric available. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2008,37000,780000,784720.0,-4720.0,-0.6051282051282051,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10225550
Suzuki Mehran 2014 for sale in Islamabad,"Complete original file is availble . Original book is available as well. Non accidental.

Suzuki Mehran vxr 2014 

Documents Original Biometric Available 

Suzuki mehran vxr piece 3 

AC on 

EFI Engine is good

034-809-131-32

Demand 11.5

Location Islamabad G.8 and Barakahu",Complete original file is availble . Original book is available as well. Non accidental. Suzuki Mehran vxr 2014 Documents Original Biometric Available Suzuki mehran vxr piece 3 AC on EFI Engine is good 034-809-131-32 Demand 11.5 Location Islamabad G.8 and Barakahu Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,20,1150000,1154636.6666666667,-4636.666666666744,-0.40318840579710824,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10425709
Suzuki Mehran 2012 for sale in Islamabad,Ist owners mehran 2012 ,Ist owners mehran 2012 Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,128000,1030000,1034533.3333333334,-4533.333333333372,-0.44012944983819147,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10467230
Suzuki Mehran 2015 for sale in Islamabad,Good Condition A/c working 2Peice repaint well maintained no any work required .just buy and drive .,Good Condition A/c working 2Peice repaint well maintained no any work required .just buy and drive . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,285866,1250000,1254450.0,-4450.0,-0.356,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10055105
Suzuki Mehran 2018 for sale in Islamabad,After Market Alloy rims. Central locking system installed. Driven on petrol throughout . All token taxes are paid for life . Brand new tires installed. Original book is available as well. Need to sell the car urgently. In excellent condition,After Market Alloy rims. Central locking system installed. Driven on petrol throughout . All token taxes are paid for life . Brand new tires installed. Original book is available as well. Need to sell the car urgently. In excellent condition Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,44500,1500000,1504400.0,-4400.0,-0.29333333333333333,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10466800
Suzuki Mehran 2014 for sale in Islamabad,"I'm selling my Mehran if anyone interested contact with me 
contact number [redacted phone number]",I'm selling my Mehran if anyone interested contact with me contact number [redacted phone number] Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,52000,1150000,1154350.0,-4350.0,-0.37826086956521743,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10406640
Suzuki Mehran 2017 for sale in Islamabad,"Authorized dealership maintained. Original return file is available . All service history log maintained. Petrol driven, CNG never installed. Touchups in a few places. New tires installed recently . Non accidental. All token taxes are paid to date. Urgently need to sellthe  car. Inside out fully original. Call/SMS in office hours only. Price is flexible.","Authorized dealership maintained. Original return file is available . All service history log maintained. Petrol driven, CNG never installed. Touchups in a few places. New tires installed recently . Non accidental. All token taxes are paid to date. Urgently need to sellthe  car. Inside out fully original. Call/SMS in office hours only. Price is flexible. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2017,75000,1300000,1304333.3266666667,-4333.3266666666605,-0.33333282051282004,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10298394
Suzuki Mehran 2017 for sale in Islamabad,"Petrol driven, CNG never installed . Token tax paid for life. Price is slightly negotiable. Urgently need to sellthe  car.","Petrol driven, CNG never installed . Token tax paid for life. Price is slightly negotiable. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2017,120000,1329000,1333260.0,-4260.0,-0.32054176072234764,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10177475
Suzuki Mehran 2017 for sale in Islamabad,"Urgent sale
Total jenvan",Urgent sale Total jenvan Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,97800,1400000,1404250.0,-4250.0,-0.30357142857142855,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10461790
Suzuki Mehran 1998 for sale in Islamabad,"First owner.
Body condition: 7.5
Engine: 8
Tyres: 4",First owner. Body condition: 7.5 Engine: 8 Tyres: 4 Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1998,60000,475000,479180.0,-4180.0,-0.88,https://www.pakwheels.com/used-cars/suzuki-mehran-1998-for-sale-in-islamabad-10480662
Suzuki Mehran 2016 for sale in Islamabad,mehran vxr 2016 chill Ac Whatsapp pr contact kara,mehran vxr 2016 chill Ac Whatsapp pr contact kara Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,63000,1390000,1394000.0,-4000.0,-0.28776978417266186,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10454556
Suzuki Mehran 2016 for sale in Islamabad,"All original documents are complete 
new tyres
AC.  A one condition .
no work need .
just buy and drive. price is negotiable",All original documents are complete new tyres AC.  A one condition . no work need . just buy and drive. price is negotiable Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,100000,1240000,1243900.0,-3900.0,-0.31451612903225806,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10214935
Suzuki Mehran 2014 for sale in Islamabad,condition 100 by 80 new Tyre's Rawalpindi reg cell by cell not accident original petrol,condition 100 by 80 new Tyre's Rawalpindi reg cell by cell not accident original petrol Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,100000,1150000,1153880.0,-3880.0,-0.3373913043478261,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10451290
Suzuki Mehran 2018 for sale in Islamabad,"One piece touching,  minor dry denting, minor scratches. 
Several Upgrades.
Black Dashing Alloy Rims.
Power Steeing. 
Sarwa Brakes.
Security System.
Seat Covers.
Dash Boarf mat and many more. 
All documents  Available. 
Price is Minor Negotiable while visit. 
Serious buyers plz. Rubbish offers may be avoided.","One piece touching,  minor dry denting, minor scratches. Several Upgrades. Black Dashing Alloy Rims. Power Steeing. Sarwa Brakes. Security System. Seat Covers. Dash Boarf mat and many more. All documents  Available. Price is Minor Negotiable while visit. Serious buyers plz. Rubbish offers may be avoided. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2018,70000,1455000,1458816.6633333333,-3816.6633333333302,-0.2623136311569299,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10429672
Suzuki Mehran 2013 for sale in Islamabad,"After Market Alloy rims. Inside out fully original. Petrol driven, CNG never installed . Lifetime token tax paid. Brand new tires installed. Non accidental. Price is flexible. Need to sell the car urgently.","After Market Alloy rims. Inside out fully original. Petrol driven, CNG never installed . Lifetime token tax paid. Brand new tires installed. Non accidental. Price is flexible. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2013,36000,1160000,1163796.6666666667,-3796.6666666667443,-0.32729885057471936,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10483523
Suzuki Mehran 2018 for sale in Islamabad,"Alloy Rims
New tyres
Ac working
Islamabad register
Biometric on the spot
Lush condition
Location Barakahu
 Complete original file is availble .
 Token tax paid for life. 
Few paint touchups on the body .
 Looking to sell the car urgently.",Alloy Rims New tyres Ac working Islamabad register Biometric on the spot Lush condition Location Barakahu Complete original file is availble . Token tax paid for life. Few paint touchups on the body . Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,90000,1450000,1453498.611111111,-3498.6111111110076,-0.24128352490420743,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10472413
Suzuki Mehran 2017 for sale in Islamabad,allow rim ac working Lightweight allow rims .,allow rim ac working Lightweight allow rims . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,1000000,1400000,1403463.3333333333,-3463.3333333332557,-0.24738095238094684,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-9988785
Suzuki Mehran 2015 for sale in Islamabad,"Ac And Hitter  on 

Alloy Rims. Authorized dealership maintained. Original return file is available . Complete service details available. . All token taxes are paid for life . Few paint 
touchups on the body . Brand new tires installed. Original book is available as well. Price is slightly negotiable.  All token taxes are paid to date. Looking to sell the car urgently. Just like a Zero Meter car.",Ac And Hitter  on Alloy Rims. Authorized dealership maintained. Original return file is available . Complete service details available. . All token taxes are paid for life . Few paint touchups on the body . Brand new tires installed. Original book is available as well. Price is slightly negotiable.  All token taxes are paid to date. Looking to sell the car urgently. Just like a Zero Meter car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,67580,1255000,1258363.3333333333,-3363.3333333332557,-0.2679946879150004,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10455395
Suzuki Mehran 2018 for sale in Islamabad,Lightweight allow rims . Complete original file is availble . Totally driven on petrol. All token taxes are paid for life . Few paint touchups on the body . Original Book is available. Token tax is up to date. Looking to sell the car urgently.,Lightweight allow rims . Complete original file is availble . Totally driven on petrol. All token taxes are paid for life . Few paint touchups on the body . Original Book is available. Token tax is up to date. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,67000,1485000,1488133.3166666667,-3133.316666666651,-0.2109977553310876,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10376671
Suzuki Mehran 2012 for sale in Islamabad,"Urgent Sale.
Suzuki Mehran 2012 Model
Rawalpindi Register 
Computized book + complete file. 
outer shower for fresh look
inner original 
New Allot Rim 
New Tyre
Mechanical all ok
urgent sale need cash",Urgent Sale. Suzuki Mehran 2012 Model Rawalpindi Register Computized book + complete file. outer shower for fresh look inner original New Allot Rim New Tyre Mechanical all ok urgent sale need cash Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,10000,860000,862983.3333333334,-2983.333333333372,-0.34689922480620605,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10473666
Suzuki Mehran 2017 for sale in Islamabad,Lightweight allow rims . Original return file is available . Driven on petrol throughout . All token taxes are paid for life . Paint touchups in a few places. Brand new tires installed. Non accidental. Original Book is available. Will be sold to nearest offer. Engine is good condition . Looking to sell the car urgently.,Lightweight allow rims . Original return file is available . Driven on petrol throughout . All token taxes are paid for life . Paint touchups in a few places. Brand new tires installed. Non accidental. Original Book is available. Will be sold to nearest offer. Engine is good condition . Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,80000,1300000,1302973.3333333333,-2973.3333333332557,-0.22871794871794274,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10235570
Suzuki Mehran 2017 for sale in Islamabad,"Total genuine 
90000 original milage 
new tyres
new dry battery 
no work required 
just buy and drive
price is only negotiable on spot not on call
Whatsapp for quick response 
0/3/0/2/0/5/3/6/4/9/7/",Total genuine 90000 original milage new tyres new dry battery no work required just buy and drive price is only negotiable on spot not on call Whatsapp for quick response 0/3/0/2/0/5/3/6/4/9/7/ Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,90000,1385000,1387793.3333333333,-2793.3333333332557,-0.2016847172081773,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10450834
Suzuki Mehran 2017 for sale in Islamabad,"Suzuki Mehran VX

Total genuine

One piece shower

Lahore register

Original mileage

Engine 100%

Suspension 100%

Brand New tyres 

Brand New dry battery 

Whatsapp for quick response 
0/3/0/2/0/5/3/6/4/9/7/",Suzuki Mehran VX Total genuine One piece shower Lahore register Original mileage Engine 100% Suspension 100% Brand New tyres Brand New dry battery Whatsapp for quick response 0/3/0/2/0/5/3/6/4/9/7/ Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,90000,1385000,1387793.3333333333,-2793.3333333332557,-0.2016847172081773,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10415394
Suzuki Mehran 2010 for sale in Islamabad,"2010 model mehran VXR 
Lahore number 
smooth drive 
full documents 
Very urgent for sale",2010 model mehran VXR Lahore number smooth drive full documents Very urgent for sale Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,10000,840000,842750.0,-2750.0,-0.3273809523809524,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10469192
Suzuki Mehran 2006 for sale in Islamabad,"Mechanically fit, alloy rim, speaker installed, sirf left side ka mudguard painted non-accident... Inner outer genuine just buy and drive","Mechanically fit, alloy rim, speaker installed, sirf left side ka mudguard painted non-accident... Inner outer genuine just buy and drive Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2006,65000,750000,752701.85,-2701.8499999999767,-0.36024666666666355,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10389067
Suzuki Mehran 2006 for sale in Islamabad,Mehran car vxr  outer 50% jenioun inner 100% seal to seal jenioun Ac working 100% engine 100% gear 100%  tyre 70% All documents clear biomatric on the spot 2nd owner car and  home used car...,Mehran car vxr  outer 50% jenioun inner 100% seal to seal jenioun Ac working 100% engine 100% gear 100%  tyre 70% All documents clear biomatric on the spot 2nd owner car and  home used car... Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2006,130000,750000,752607.3,-2607.3000000000466,-0.3476400000000062,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10296125
Suzuki Mehran 2017 for sale in Islamabad,"Mehran vxr euro 2
Islamabad registered
Family used car 
Minor touching
Inner seal to seal genuine 
Not accidented
Second owner
Neat and clean car
Water droping engine 
No work required just buy and drive",Mehran vxr euro 2 Islamabad registered Family used car Minor touching Inner seal to seal genuine Not accidented Second owner Neat and clean car Water droping engine No work required just buy and drive Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,29000,1450000,1452566.6566666667,-2566.656666666735,-0.17701080459770585,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10431171
Suzuki Mehran 2002 for sale in Islamabad,"Suzuki Mehran VX – 2002 Model – Islamabad Registered

 Key Details:

Model Year: 2002

Registration: Islamabad (IDL Series)

Color: Original shade, outer shower in original color for a fresh look

Condition: Inner totally genuine, no accidents

Usage: Family used, well maintained


 Mechanical Condition:

Mechanically 100% fit – no work required

Engine in excellent condition – just start & drive

Smooth suspension & gear shifting

Life time token tax paid

Biometric available

Smart card available


 Recent Updates:

Brand new tyres installed

New battery installed

Fresh outer spray (original color)","Suzuki Mehran VX – 2002 Model – Islamabad Registered Key Details: Model Year: 2002 Registration: Islamabad (IDL Series) Color: Original shade, outer shower in original color for a fresh look Condition: Inner totally genuine, no accidents Usage: Family used, well maintained Mechanical Condition: Mechanically 100% fit – no work required Engine in excellent condition – just start & drive Smooth suspension & gear shifting Life time token tax paid Biometric available Smart card available Recent Updates: Brand new tyres installed New battery installed Fresh outer spray (original color) Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2002,90000,620000,622483.3333333334,-2483.333333333372,-0.4005376344086084,https://www.pakwheels.com/used-cars/suzuki-mehran-2002-for-sale-in-islamabad-10404960
Suzuki Mehran 2012 for sale in Islamabad,"Very nice condition, slightly used. Come, check then we discuss 100% original.","Very nice condition, slightly used. Come, check then we discuss 100% original. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2012,65000,1100000,1102300.0,-2300.0,-0.20909090909090908,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10388448
Suzuki Mehran 2013 for sale in Islamabad,Mehran euro car ha. Clean condition ha.,Mehran euro car ha. Clean condition ha. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,3000,1050000,1052233.3333333333,-2233.3333333332557,-0.2126984126984053,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10486581
Suzuki Mehran 2016 for sale in Islamabad,Army Officer driven.. Inside out fully original. Never got into accident. Looking to sell the car urgently.,Army Officer driven.. Inside out fully original. Never got into accident. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,43309,1350000,1352150.0,-2150.0,-0.15925925925925924,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10440440
Suzuki Mehran 1994 for sale in Islamabad,"Lightweight alloy rims. Petrol driven, CNG never installed. New tires installed recently. Non accidental. Original book of this car is also available. All original documents are complete. Complete service details available.  All token taxes are paid for life. Will be sold to nearest offer. Looking to sell the car urgently.","Lightweight alloy rims. Petrol driven, CNG never installed. New tires installed recently. Non accidental. Original book of this car is also available. All original documents are complete. Complete service details available.  All token taxes are paid for life. Will be sold to nearest offer. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,1994,500000,450000,451363.3333333333,-1363.333333333314,-0.30296296296295866,https://www.pakwheels.com/used-cars/suzuki-mehran-1994-for-sale-in-islamabad-10430120
Suzuki Mehran 2016 for sale in Islamabad,2 owner koi kam nahi hona wala gare family use mein ha ac on original VXR,2 owner koi kam nahi hona wala gare family use mein ha ac on original VXR Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,61000,1200000,1201316.6666666667,-1316.6666666667443,-0.10972222222222869,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10363100
Suzuki Mehran 2007 for sale in Islamabad,"All original documents are complete  . Driven on petrol throughout . 
Biometric Available
Outer body fresh look ky liye shower ha
Inner body genuine ha
All Tyres New
Only Serious Buyers contact",All original documents are complete  . Driven on petrol throughout . Biometric Available Outer body fresh look ky liye shower ha Inner body genuine ha All Tyres New Only Serious Buyers contact Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,95000,700000,701285.1833333333,-1285.1833333333489,-0.18359761904762129,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10477634
Suzuki Mehran 2012 for sale in Islamabad,"Origional condition EuroII , Family used car ,all origional documents available ,no workrequired well mentain car, intrested person only call on given number.","Origional condition EuroII , Family used car ,all origional documents available ,no workrequired well mentain car, intrested person only call on given number. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2012,88000,1049000,1050283.3333333333,-1283.3333333332557,-0.12233873530345621,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10397305
Suzuki Mehran 1998 for sale in Islamabad,"life time token paid.
smart card available 
all documents available 
engine is in good condition 
family use car only seriou person contact me only WhatsApp  dealer stay away ! (zero three zero eight .five seven seven six seven Two three)",life time token paid. smart card available all documents available engine is in good condition family use car only seriou person contact me only WhatsApp  dealer stay away ! (zero three zero eight .five seven seven six seven Two three) Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1998,9433,500000,500793.3333333333,-793.3333333333139,-0.1586666666666628,https://www.pakwheels.com/used-cars/suzuki-mehran-1998-for-sale-in-islamabad-10359218
Suzuki Mehran 2006 for sale in Islamabad,"Excellent Condition. 
Original Body Inside. 
Body Shower outside.",Excellent Condition. Original Body Inside. Body Shower outside. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2006,55000,725000,725716.6666666666,-716.6666666666279,-0.09885057471263833,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10362370
Suzuki Mehran 2006 for sale in Islamabad,"All original documents are complete  . Petrol driven, CNG never installed . Token tax paid for life. Brand new tires installed. Non accidental. Price is slightly negotiable. Engine is good condition .","All original documents are complete  . Petrol driven, CNG never installed . Token tax paid for life. Brand new tires installed. Non accidental. Price is slightly negotiable. Engine is good condition . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2006,82000,670000,670400.0,-400.0,-0.05970149253731343,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10481854
Suzuki Mehran 2011 for sale in Islamabad,"Zero Condition Car
Touching = Total Genuine  (Driver side gate and back fender shower) 
Documents All Clear Original
Original Ac on working 
Sound system available 
Tyre 90%
just buy and drive
Totally driven on petrol.
Price is flexible.
original number plates available",Zero Condition Car Touching = Total Genuine  (Driver side gate and back fender shower) Documents All Clear Original Original Ac on working Sound system available Tyre 90% just buy and drive Totally driven on petrol. Price is flexible. original number plates available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,53000,890000,890396.6666666666,-396.66666666662786,-0.04456928838950874,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10432965
Suzuki Mehran 2013 for sale in Islamabad,Alloy Rims.,Alloy Rims. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,36000,1160000,1160246.6666666667,-246.66666666674428,-0.021264367816098646,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10465583
Suzuki Mehran 2012 for sale in Islamabad,merhan total janvan ha halka phulka Kam ha teaching b ha mazeed ap bule area ah k gare check kar sakty hyen Alloy Rims.,merhan total janvan ha halka phulka Kam ha teaching b ha mazeed ap bule area ah k gare check kar sakty hyen Alloy Rims. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,85000,980000,980066.6666666666,-66.66666666662786,-0.0068027210884314135,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10405421
